SUBJECT TRIAL TARGET CONTEXT ROW REP FOUNDRT OKSE
15 33 2 1 12 1 3059 1
15 34 2 2 5 2 2558 1
15 35 1 1 8 2 3196 1
15 36 2 2 7 1 3110 1
15 37 1 2 17 1 2592 1
15 38 2 2 12 2 6007 1
15 39 2 2 20 2 4970 1
15 40 2 2 9 2 3102 1
15 41 1 1 14 1 4042 1
15 42 1 2 9 1 2262 1
15 43 2 1 6 2 1659 1
15 44 2 1 5 1 2030 1
15 45 1 2 15 1 3064 1
15 46 2 2 8 2 3017 1
15 47 2 1 5 2 2648 1
15 48 2 2 1 2 2130 1
15 49 2 2 4 1 1710 1
15 50 1 2 9 2 1470 1
15 51 1 1 11 2 3626 1
15 52 2 2 11 1 1762 1
15 53 1 2 3 2 1047 1
15 54 2 1 12 2 2413 1
15 55 1 2 20 2 3020 1
15 56 1 2 19 1 2275 1
15 57 1 2 8 1 1334 1
15 58 1 1 13 1 3533 1
15 59 2 2 20 1 5671 1
15 60 1 2 11 1 4178 1
15 61 1 2 7 1 1668 1
15 62 2 2 11 2 2270 1
15 63 1 2 5 1 1015 1
15 64 2 1 17 2 2356 1
15 65 2 1 4 1 1469 1
15 66 1 2 16 1 2077 1
15 67 2 1 14 2 1478 1
15 68 1 1 12 2 9838 1
15 69 2 1 6 1 1940 1
15 70 1 1 10 1 3066 1
15 71 2 2 19 1 2415 1
15 72 1 1 10 2 1783 1
15 73 2 2 3 1 1802 1
15 74 2 2 15 2 2406 1
15 75 2 2 18 2 2365 1
15 76 1 2 4 1 1752 1
15 77 2 2 5 1 1523 1
15 78 1 2 2 1 955 1
15 79 2 2 10 2 4400 1
15 80 2 1 8 1 2415 1
15 81 1 2 14 2 1573 1
15 82 1 2 8 2 6612 1
15 83 1 1 7 1 2271 1
15 84 2 2 3 2 1431 1
15 85 1 1 16 2 3579 1
15 86 1 1 13 2 3622 1
15 87 1 2 2 2 3484 1
15 88 2 1 10 2 2035 1
15 89 1 1 2 2 7026 1
15 90 1 2 14 1 1663 1
15 91 2 1 20 2 2875 1
15 92 2 2 14 2 2636 1
15 93 2 2 17 1 2453 1
15 94 1 1 18 2 2507 1
15 95 2 1 3 2 2132 1
15 96 1 2 1 1 3812 1
15 97 1 1 9 1 3338 1
15 98 1 2 12 1 2261 1
15 99 1 1 5 1 1658 1
15 100 1 1 8 1 5727 1
15 101 2 2 9 1 2765 1
15 102 2 1 1 2 1480 1
15 103 1 1 11 1 3393 1
15 104 1 1 6 1 2409 1
15 105 2 1 9 2 2636 1
15 106 2 1 14 1 4094 1
15 107 1 2 18 2 2265 1
15 108 1 1 12 1 8291 1
15 109 2 2 16 1 3056 1
15 110 2 1 15 2 1574 1
15 111 2 1 2 1 5394 1
15 112 1 2 13 2 1808 1
15 113 2 1 19 2 2509 1
15 114 2 1 7 2 2036 1
15 115 1 2 19 2 1894 1
15 116 1 2 10 2 1894 1
15 117 2 2 19 2 2271 1
15 118 1 1 4 2 1564 1
15 119 2 1 11 2 1618 1
15 120 1 2 16 2 3061 1
15 121 1 1 19 2 4727 1
15 122 1 1 15 1 3130 1
15 123 2 2 18 1 2600 1
15 124 2 1 19 1 2174 1
15 125 2 1 11 1 2740 1
15 126 2 1 13 1 1888 1
15 127 1 1 14 2 1893 1
15 128 1 2 4 2 1570 1
15 129 2 2 8 1 1528 1
15 130 2 2 1 1 1796 1
15 131 1 2 5 2 1710 1
15 132 2 1 2 2 3113 1
15 133 2 1 9 1 1938 1
15 134 1 2 15 2 2310 1
15 135 2 1 13 2 1287 1
15 136 2 2 17 2 3581 1
15 137 1 2 12 2 3440 1
15 138 1 1 18 1 7029 1
15 139 2 1 1 1 1937 1
15 140 1 2 17 2 3070 1
15 141 1 2 11 2 1657 1
15 142 2 2 12 1 1889 1
15 143 1 1 17 2 3838 1
15 144 2 1 18 1 1146 1
15 145 2 1 8 2 1658 1
15 146 1 1 15 2 6617 1
15 147 1 2 20 1 5303 1
15 148 1 1 6 2 2036 1
15 149 2 2 6 1 1103 1
15 150 1 1 20 1 3387 1
15 151 1 1 1 2 1890 1
15 152 2 2 14 1 4786 1
15 153 2 2 7 2 3012 1
15 154 1 1 5 2 4935 1
15 155 1 1 3 2 5124 1
15 156 1 2 6 1 1849 1
15 157 2 2 15 1 3763 1
15 158 2 1 16 1 1330 1
15 159 1 1 3 1 4459 1
15 160 1 2 1 2 3768 1
15 161 2 2 16 2 2824 1
